RESPID,EDUCATION,EDUCATION_TEXT,CARBONTAX,CLEANENERGY,CLEANELEC,MEDICAREALL,PUBLICOPTION,IMMIGRATION,FAMILYLEAVE,WEALTHTAX,DEPORTATIONS,MEDICVOUCHER,CARBONTAX_LLM,CLEANENERGY_LLM,CLEANELEC_LLM,MEDICAREALL_LLM,PUBLICOPTION_LLM,IMMIGRATION_LLM,FAMILYLEAVE_LLM,WEALTHTAX_LLM,DEPORTATIONS_LLM,MEDICVOUCHER_LLM
pid_489,5,College graduate/some postgrad,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,1,1
pid_490,3,"Some college, no degree",4,4,4,5,3,5,5,5,3,4,2,4,2,4,4,4,4,5,2,1
pid_491,3,Associate's degree,4,4,4,4,4,4,3,4,3,3,4,4,4,5,5,5,5,5,1,1
pid_492,2,High school graduate,5,5,5,4,5,5,5,5,4,5,2,4,2,1,2,2,4,2,4,2
pid_493,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_494,3,"Some college, no degree",4,4,2,5,5,5,4,5,2,2,4,5,4,5,5,5,5,5,1,1
pid_495,5,Postgraduate,2,2,4,3,4,2,2,4,5,4,4,5,4,4,5,5,5,5,1,1
pid_496,5,Postgraduate,2,2,2,2,2,1,1,1,5,2,5,5,4,4,4,4,5,4,2,4
pid_497,5,College graduate/some postgrad,4,4,3,5,5,5,4,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_498,2,High school graduate,4,5,5,5,5,5,5,5,3,5,2,4,2,4,4,4,5,4,2,1
pid_499,3,"Some college, no degree",4,3,3,4,3,3,4,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_500,5,College graduate/some postgrad,4,5,3,4,4,5,5,5,1,5,4,5,5,5,5,5,5,5,1,1
pid_501,2,High school graduate,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_502,3,"Some college, no degree",5,4,5,5,3,5,5,5,2,1,4,5,4,5,5,5,5,5,1,1
pid_503,2,High school graduate,1,3,3,2,4,1,1,5,5,3,4,5,4,5,5,4,5,5,1,1
pid_504,3,Associate's degree,5,4,5,5,5,4,5,5,2,1,4,4,4,4,4,4,4,4,2,2
pid_505,5,College graduate/some postgrad,3,4,4,4,3,3,4,4,4,3,4,4,4,2,4,4,4,4,2,2
pid_506,5,College graduate/some postgrad,4,5,3,3,5,3,5,5,4,5,1,2,1,1,2,1,1,1,5,5
pid_507,5,College graduate/some postgrad,4,4,3,4,5,2,5,4,5,4,4,4,4,2,4,4,4,2,4,4
pid_508,2,High school graduate,3,4,3,3,3,3,4,4,3,3,2,4,2,5,5,5,5,5,1,1
pid_509,5,Postgraduate,3,4,2,3,4,4,3,4,3,3,2,4,4,1,2,2,4,2,5,4
pid_510,5,Postgraduate,1,2,1,1,4,1,4,4,5,5,4,4,4,1,2,2,2,1,4,5
pid_511,5,College graduate/some postgrad,2,3,1,2,3,2,1,1,5,3,5,5,5,4,4,4,5,4,1,2
pid_512,5,College graduate/some postgrad,5,3,4,3,4,3,5,5,2,4,2,4,4,1,2,2,2,1,5,5
pid_513,5,College graduate/some postgrad,2,2,2,4,4,3,4,2,4,4,5,5,5,5,5,5,5,5,1,1
pid_514,5,College graduate/some postgrad,5,4,5,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,2,1
pid_515,5,College graduate/some postgrad,3,5,5,5,4,3,3,4,3,4,4,4,5,4,4,4,4,4,2,2
pid_516,2,High school graduate,4,3,4,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,1,1
pid_517,3,Associate's degree,4,3,3,2,3,4,4,4,4,3,5,5,5,5,5,5,5,5,1,1
pid_518,5,College graduate/some postgrad,5,5,5,4,3,4,1,5,1,3,5,5,5,4,5,5,5,5,1,1
pid_519,3,"Some college, no degree",5,4,5,5,5,2,4,1,5,5,1,2,2,1,2,2,4,1,4,4
pid_520,5,Postgraduate,3,4,3,5,4,5,5,4,1,5,2,4,2,1,2,2,2,1,5,5
pid_521,5,College graduate/some postgrad,2,5,4,2,5,4,4,4,2,5,5,5,5,5,5,5,5,5,1,1
pid_522,5,Postgraduate,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_523,3,Associate's degree,1,1,1,1,1,1,4,1,5,4,4,4,5,4,4,4,5,4,1,1
pid_524,3,Associate's degree,2,5,3,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,1,1
pid_525,5,Postgraduate,3,4,4,5,5,4,4,5,3,5,4,4,4,2,4,4,4,2,4,4
pid_526,5,Postgraduate,3,5,4,5,4,4,5,5,3,4,2,4,2,1,2,2,4,1,5,4
pid_527,3,"Some college, no degree",2,3,3,4,3,5,5,5,4,4,3,4,4,4,4,4,4,4,2,4
pid_528,3,"Some college, no degree",5,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_529,5,College graduate/some postgrad,2,3,2,2,3,1,5,2,5,4,5,5,5,5,5,5,5,5,1,1
pid_530,2,High school graduate,4,1,2,1,5,1,5,4,5,5,4,4,4,4,4,4,4,4,1,2
pid_531,5,Postgraduate,4,3,4,2,2,5,5,5,1,1,4,5,5,4,4,5,5,4,1,1
pid_532,5,College graduate/some postgrad,4,3,2,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,1,1
pid_533,5,College graduate/some postgrad,1,5,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,1,1
pid_534,5,Postgraduate,5,4,5,5,4,5,4,5,1,4,4,4,4,4,4,4,4,4,2,2
pid_535,5,College graduate/some postgrad,4,4,4,4,5,1,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_536,3,"Some college, no degree",5,4,5,5,5,5,5,5,3,3,1,1,1,1,4,1,1,1,5,5
pid_537,3,"Some college, no degree",4,5,5,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,1,1
pid_538,3,Associate's degree,5,5,5,5,5,5,5,5,3,3,1,2,1,1,1,2,2,1,5,4
pid_539,3,"Some college, no degree",2,4,4,5,3,5,5,5,2,3,4,5,4,5,5,5,5,5,1,1
pid_540,5,College graduate/some postgrad,2,4,2,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,1
pid_541,5,College graduate/some postgrad,1,1,1,5,3,1,2,2,5,2,4,5,4,4,4,5,4,4,2,2
pid_542,5,College graduate/some postgrad,2,2,4,1,5,1,4,4,5,5,4,4,4,4,4,2,4,4,4,2
pid_543,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,5,4,5,4,4,4,4,5,4,2,2
pid_544,5,Postgraduate,3,4,4,4,4,5,5,5,1,3,4,5,5,5,5,5,5,5,1,1
pid_545,2,High school graduate,4,4,5,4,5,4,4,5,2,5,5,5,5,4,5,5,5,4,1,1
pid_546,2,High school graduate,3,2,1,4,5,1,4,2,5,3,2,2,2,1,2,2,2,1,5,5
pid_547,3,Associate's degree,5,5,5,4,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,2
pid_548,5,College graduate/some postgrad,5,4,4,5,5,5,3,1,5,4,2,4,2,1,2,4,2,2,4,4
pid_549,5,Postgraduate,5,5,4,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1
pid_550,5,College graduate/some postgrad,5,5,5,5,5,4,5,5,2,4,4,4,4,4,4,5,4,4,2,4
pid_551,5,College graduate/some postgrad,5,5,5,4,5,5,4,5,3,2,4,4,4,4,4,4,4,2,4,4
pid_552,5,College graduate/some postgrad,5,5,4,5,5,5,4,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_553,5,College graduate/some postgrad,5,5,5,5,3,5,5,5,1,3,2,2,2,1,2,2,4,1,5,4
pid_554,3,"Some college, no degree",4,5,5,5,3,5,5,5,2,2,4,5,4,4,5,4,5,5,2,1
pid_555,3,"Some college, no degree",5,5,5,5,3,5,5,5,2,2,4,4,4,5,4,4,4,4,2,1
pid_556,2,High school graduate,3,3,2,4,4,2,4,4,4,4,2,4,2,4,4,4,5,4,4,2
pid_557,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,2,5,4,4,4,4,4,4,4,4,2,2
pid_558,5,College graduate/some postgrad,1,5,4,4,4,2,5,3,5,5,2,4,2,4,5,5,4,5,1,2
pid_559,5,Postgraduate,3,3,3,4,3,4,3,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_560,5,College graduate/some postgrad,3,3,3,3,3,3,3,3,3,3,2,2,4,2,4,4,4,4,2,4
pid_561,2,High school graduate,4,3,4,4,3,4,3,3,2,3,4,5,5,5,5,5,5,5,1,1
pid_562,3,Associate's degree,4,4,4,5,3,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_563,5,College graduate/some postgrad,4,4,5,4,4,4,5,3,4,2,5,5,5,5,5,5,5,5,1,1
pid_564,5,College graduate/some postgrad,5,5,5,4,4,5,5,5,2,3,5,5,5,4,4,5,5,4,2,2
pid_565,5,College graduate/some postgrad,4,3,4,5,4,5,2,5,1,1,4,5,4,5,5,5,5,5,1,1
pid_566,2,High school graduate,3,4,3,4,4,3,3,2,3,3,1,4,2,2,4,2,2,2,5,4
pid_567,3,"Some college, no degree",3,4,3,2,3,4,4,4,3,3,2,5,4,5,5,5,5,5,1,1
pid_568,5,College graduate/some postgrad,4,4,4,2,2,4,3,2,4,5,5,5,5,5,5,5,5,5,1,1
pid_569,5,College graduate/some postgrad,3,4,4,4,4,3,4,5,3,3,2,4,2,2,4,4,4,1,4,2
pid_570,5,Postgraduate,5,3,4,4,4,1,2,2,5,4,5,5,5,5,5,5,5,5,1,1
pid_571,5,College graduate/some postgrad,4,4,4,3,5,2,5,5,5,4,2,4,4,4,4,4,4,5,2,2
pid_572,5,College graduate/some postgrad,4,3,3,4,2,4,3,4,3,2,4,4,4,2,2,2,4,1,5,4
pid_573,5,College graduate/some postgrad,3,2,3,4,4,2,4,3,3,4,4,5,5,5,5,5,5,5,1,1
pid_574,3,"Some college, no degree",4,5,4,5,4,4,4,5,3,4,2,4,2,1,2,2,4,1,5,4
pid_575,5,Postgraduate,5,5,5,5,5,5,5,5,1,4,2,4,2,2,4,2,4,1,4,2
pid_576,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_577,2,High school graduate,4,5,4,5,5,5,5,4,4,5,2,4,2,4,4,4,5,5,2,1
pid_578,5,College graduate/some postgrad,4,2,2,4,5,4,2,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_579,5,College graduate/some postgrad,5,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1
pid_580,5,Postgraduate,3,4,4,5,4,4,5,3,3,4,2,2,2,1,2,2,2,1,5,4
pid_581,5,Postgraduate,4,3,4,3,4,4,4,4,5,4,4,4,4,1,2,2,2,2,4,4
pid_582,3,Associate's degree,3,3,3,3,3,4,4,3,4,4,2,4,2,4,4,4,5,4,2,2
pid_583,3,"Some college, no degree",4,5,4,5,4,5,5,4,2,1,2,4,4,4,4,4,4,4,2,1
pid_584,5,College graduate/some postgrad,5,4,5,5,4,4,5,5,3,5,2,5,2,4,4,4,4,2,4,2
pid_585,5,Postgraduate,5,3,4,4,5,4,2,2,3,1,1,2,1,1,1,1,2,1,5,5
pid_586,3,"Some college, no degree",5,5,5,5,3,5,5,5,1,4,4,5,4,4,4,4,5,4,2,1
pid_587,2,High school graduate,4,2,4,5,4,4,5,5,4,2,2,2,2,2,4,2,4,2,4,4
pid_588,5,College graduate/some postgrad,2,3,3,2,5,2,4,2,5,5,5,5,5,5,5,5,5,5,1,1
pid_589,5,College graduate/some postgrad,2,4,3,3,5,5,3,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_590,5,Postgraduate,3,2,3,3,4,3,3,4,3,3,5,5,5,5,5,5,5,5,1,1
pid_591,5,College graduate/some postgrad,4,5,4,5,5,5,5,4,1,4,4,4,4,4,4,4,4,4,2,2
pid_592,3,"Some college, no degree",4,2,4,1,3,5,2,1,4,4,4,5,4,4,5,5,5,4,2,1
pid_593,5,College graduate/some postgrad,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,2,1
pid_594,3,"Some college, no degree",3,4,3,5,5,2,4,5,3,4,4,5,5,5,5,5,5,5,1,1
pid_595,3,Associate's degree,3,4,4,5,4,3,5,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_596,3,"Some college, no degree",4,4,5,4,5,3,5,5,4,4,4,4,4,4,4,5,4,4,2,2
pid_597,2,High school graduate,3,3,4,4,4,4,5,4,1,3,4,5,5,5,5,5,5,5,1,1
pid_598,5,College graduate/some postgrad,2,4,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1
pid_599,3,"Some college, no degree",3,2,1,4,5,1,5,5,5,3,4,4,4,4,4,4,5,4,2,2
pid_600,3,Associate's degree,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_601,5,Postgraduate,2,3,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_602,3,"Some college, no degree",5,4,4,3,5,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_603,3,"Some college, no degree",5,4,3,5,4,4,3,4,3,5,4,5,5,5,5,5,5,5,1,1
pid_604,5,Postgraduate,4,5,5,5,4,5,5,5,1,5,2,2,4,1,2,2,4,1,5,5
pid_605,2,High school graduate,2,3,3,3,3,3,4,3,3,4,4,5,5,5,5,5,5,5,1,1
pid_606,3,Associate's degree,5,5,5,5,3,5,5,5,1,2,2,4,4,2,4,4,4,4,2,2
pid_607,1,Less than high school,2,2,3,3,4,2,3,3,5,4,5,5,5,5,5,5,5,5,1,1
pid_608,5,College graduate/some postgrad,4,5,5,5,5,4,5,5,5,3,4,5,4,4,4,4,4,4,2,2
pid_609,5,College graduate/some postgrad,5,4,5,5,4,5,5,4,1,4,2,4,4,4,4,4,4,4,2,2
pid_610,3,Associate's degree,2,2,2,2,4,3,2,3,4,3,3,5,4,5,5,5,5,5,1,1
pid_611,3,"Some college, no degree",4,3,5,4,4,4,4,3,4,5,4,4,4,5,5,5,5,5,1,1
pid_612,5,Postgraduate,4,5,5,5,5,5,5,5,1,1,4,5,4,4,4,5,5,4,1,1
pid_613,5,College graduate/some postgrad,3,4,4,5,5,3,4,5,4,5,5,5,5,5,5,5,5,5,1,1
pid_614,3,Associate's degree,1,3,1,5,5,1,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_615,5,College graduate/some postgrad,2,3,3,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,1,1
pid_616,5,College graduate/some postgrad,1,2,2,2,3,5,4,2,3,4,5,5,5,5,5,5,5,5,2,1
pid_617,3,Associate's degree,2,2,2,4,3,2,4,4,5,4,4,5,4,5,5,5,5,5,1,1
pid_618,5,College graduate/some postgrad,4,5,4,3,4,4,5,5,4,5,4,5,5,5,5,5,5,5,1,1
pid_619,3,"Some college, no degree",4,3,4,5,5,4,5,5,2,1,2,2,1,2,2,2,2,2,5,4
pid_620,3,"Some college, no degree",4,3,3,5,5,3,3,5,4,3,1,1,1,1,2,1,2,1,5,4
pid_621,2,High school graduate,2,4,3,5,4,5,5,4,2,5,4,5,5,5,5,5,5,5,1,1
pid_622,3,Associate's degree,4,4,4,2,4,2,5,2,5,3,4,4,4,4,4,4,4,4,2,2
pid_623,3,"Some college, no degree",4,5,4,5,4,5,5,5,2,1,1,2,1,1,2,2,4,1,5,5
pid_624,3,Associate's degree,3,2,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_625,2,High school graduate,4,3,4,4,4,1,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_626,5,College graduate/some postgrad,5,3,4,5,4,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_627,3,Associate's degree,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,5,5
pid_628,3,"Some college, no degree",5,5,5,5,3,5,5,5,5,1,2,4,4,4,4,4,4,4,2,2
pid_629,3,"Some college, no degree",4,5,5,5,4,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1
pid_630,3,Associate's degree,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_631,3,Associate's degree,1,1,1,1,2,1,2,1,5,2,4,5,4,5,5,5,5,5,1,1
pid_632,5,College graduate/some postgrad,4,4,5,2,5,3,5,4,4,3,4,4,4,4,4,4,4,4,2,2
pid_633,5,College graduate/some postgrad,3,3,3,4,3,5,5,5,2,3,4,4,4,4,4,4,4,4,1,2
pid_634,2,High school graduate,4,4,3,4,4,1,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_635,5,College graduate/some postgrad,4,4,4,5,3,1,5,2,5,2,2,4,4,1,2,2,2,1,4,5
pid_636,3,"Some college, no degree",4,4,4,5,5,1,5,5,5,5,2,4,3,4,4,4,4,4,2,2
pid_637,5,College graduate/some postgrad,1,4,1,2,4,5,5,5,4,5,4,5,5,5,5,5,5,5,1,1
pid_638,3,"Some college, no degree",5,5,5,5,5,4,5,5,3,1,4,4,4,2,2,4,4,2,4,4
pid_639,5,College graduate/some postgrad,4,3,3,4,4,2,5,5,4,4,2,4,4,5,5,5,5,5,1,1
pid_640,2,High school graduate,4,5,4,5,4,4,5,5,4,5,1,4,2,4,4,2,2,4,4,1
pid_641,3,Associate's degree,5,3,4,5,4,3,5,5,4,3,2,4,2,4,4,4,4,4,4,1
pid_642,3,"Some college, no degree",1,1,1,1,5,2,2,1,4,4,2,5,4,2,4,4,4,2,5,4
pid_643,5,College graduate/some postgrad,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1
pid_644,3,"Some college, no degree",5,4,5,5,4,2,5,5,4,3,2,4,2,2,2,2,4,1,4,4
pid_645,3,Associate's degree,5,4,5,5,5,5,4,5,2,5,2,4,2,1,2,2,4,1,4,5
pid_646,3,"Some college, no degree",4,5,4,4,4,4,4,4,3,2,4,5,5,5,5,5,5,5,1,1
pid_647,5,College graduate/some postgrad,4,5,5,4,4,4,4,5,1,5,5,5,5,4,5,5,5,5,1,1
pid_648,5,College graduate/some postgrad,5,4,5,5,4,3,5,3,3,1,5,5,5,5,5,5,5,5,1,1
pid_649,3,"Some college, no degree",5,5,5,5,4,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_650,2,High school graduate,1,4,2,3,5,3,2,1,5,4,2,4,2,4,4,4,4,4,2,1
pid_651,5,College graduate/some postgrad,1,1,1,1,4,1,1,2,5,2,2,4,4,4,4,4,4,4,4,2
pid_652,5,College graduate/some postgrad,4,3,4,4,5,5,3,5,3,5,5,5,5,5,5,5,5,5,1,1
pid_653,2,High school graduate,4,3,4,5,4,4,4,2,3,2,1,1,1,1,1,1,2,1,5,5
pid_654,5,Postgraduate,3,2,2,3,2,2,3,2,5,4,5,5,5,5,5,5,5,5,1,1
pid_655,5,College graduate/some postgrad,2,4,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,1
pid_656,2,High school graduate,4,4,5,4,4,2,5,4,4,2,4,5,5,5,5,5,5,5,5,1
pid_657,5,Postgraduate,2,4,3,4,3,4,4,3,3,3,2,4,2,2,4,2,4,2,4,4
pid_658,5,Postgraduate,4,2,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,2,2
pid_659,5,Postgraduate,4,5,4,5,4,4,5,5,1,4,2,4,4,4,4,4,4,4,2,4
pid_660,5,Postgraduate,4,4,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1
pid_661,5,College graduate/some postgrad,2,4,4,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_662,3,Associate's degree,5,4,5,4,4,4,4,4,4,4,2,4,2,2,2,2,4,2,4,4
pid_663,3,Associate's degree,3,1,2,3,5,1,4,2,5,5,1,4,2,1,2,2,4,1,5,5
pid_664,3,"Some college, no degree",4,3,3,5,5,4,5,4,5,4,2,4,2,4,4,4,4,5,2,1
pid_665,5,College graduate/some postgrad,1,4,3,4,4,1,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_666,2,High school graduate,4,2,4,5,4,4,5,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_667,5,College graduate/some postgrad,4,4,5,5,5,5,4,5,2,5,1,2,2,2,2,2,2,1,5,4
pid_668,5,College graduate/some postgrad,5,5,5,4,5,5,4,5,2,4,1,1,1,1,2,1,2,1,5,5
pid_669,3,"Some college, no degree",4,3,3,2,5,2,2,4,4,4,2,2,2,1,2,2,2,1,4,5
pid_670,3,"Some college, no degree",3,3,3,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_671,2,High school graduate,4,4,4,4,4,4,4,4,4,2,1,1,1,2,4,1,2,1,5,4
pid_672,3,"Some college, no degree",4,5,4,4,5,4,5,4,4,5,1,2,2,1,2,2,2,1,5,2
pid_673,5,College graduate/some postgrad,3,3,3,1,3,4,4,4,5,4,1,2,1,1,1,2,2,1,5,5
pid_674,2,High school graduate,5,5,5,5,5,5,5,5,3,5,1,2,2,1,2,2,2,1,5,4
pid_675,3,"Some college, no degree",4,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,1,1
pid_676,3,"Some college, no degree",2,1,1,1,1,1,2,4,5,4,2,4,2,4,4,4,4,4,2,1
pid_677,3,"Some college, no degree",3,3,4,4,5,2,3,3,4,5,4,4,4,5,5,5,5,5,1,1
pid_678,5,College graduate/some postgrad,4,3,3,3,4,5,5,4,3,3,4,5,5,5,5,5,5,5,1,1
pid_679,3,"Some college, no degree",5,3,4,5,5,5,4,5,2,5,2,1,2,2,4,2,2,2,4,4
pid_680,5,Postgraduate,4,4,4,4,4,5,5,4,3,3,5,5,5,5,5,5,5,5,1,1
pid_681,2,High school graduate,3,4,4,3,3,4,3,4,3,3,2,4,4,4,4,4,5,4,2,2
pid_682,5,Postgraduate,4,5,2,4,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,1
pid_683,5,College graduate/some postgrad,1,1,1,1,5,1,3,4,2,4,5,5,4,2,4,4,4,2,4,2
pid_684,5,Postgraduate,4,3,2,3,3,4,2,2,3,2,5,5,5,5,5,5,5,5,1,1
pid_685,3,Associate's degree,1,5,1,5,3,1,4,4,5,5,5,5,5,5,5,5,5,5,1,1
pid_686,3,"Some college, no degree",5,5,5,5,3,1,5,5,5,5,1,2,1,1,2,2,2,1,5,5
pid_687,2,High school graduate,4,4,5,5,4,5,3,4,5,4,1,2,1,1,1,1,2,1,5,4
pid_688,3,"Some college, no degree",5,4,4,5,5,5,3,2,1,1,1,2,1,1,2,2,2,1,5,5
pid_689,5,Postgraduate,4,4,5,3,5,5,5,4,3,3,1,2,1,1,1,1,2,1,5,5
pid_690,5,Postgraduate,3,4,4,5,4,2,4,4,5,3,5,5,5,5,5,5,5,5,1,1
pid_691,5,College graduate/some postgrad,4,4,4,5,5,4,5,5,4,5,4,5,4,4,4,4,5,4,1,1
pid_692,5,Postgraduate,5,4,5,5,3,5,2,5,3,4,1,4,2,2,2,2,2,1,4,4
pid_693,5,College graduate/some postgrad,1,3,1,1,4,1,2,1,5,5,5,5,5,5,5,5,5,5,1,1
pid_694,5,College graduate/some postgrad,4,4,5,5,4,5,4,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_695,3,"Some college, no degree",4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_696,5,College graduate/some postgrad,4,4,4,4,3,5,5,5,2,3,1,2,1,1,1,2,2,1,5,5
pid_697,5,College graduate/some postgrad,4,3,5,4,3,4,5,5,4,3,4,5,5,5,5,5,5,5,1,1
pid_698,2,High school graduate,4,5,5,3,5,3,5,5,5,5,4,5,5,5,5,5,5,5,1,1
pid_699,5,College graduate/some postgrad,2,3,3,4,4,4,4,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_700,3,"Some college, no degree",1,2,1,2,3,1,2,2,5,3,5,5,5,4,4,4,4,4,2,2
pid_701,5,Postgraduate,3,5,5,5,4,5,5,5,1,5,1,2,2,1,2,2,2,1,4,4
pid_702,5,College graduate/some postgrad,5,4,5,5,5,5,5,5,3,3,4,5,4,4,4,4,4,4,2,2
pid_703,2,High school graduate,1,2,1,2,3,2,3,1,5,4,4,4,4,4,4,4,4,4,2,2
pid_704,5,College graduate/some postgrad,4,4,4,5,2,4,5,4,2,2,2,4,4,2,4,4,4,4,4,2
pid_705,5,Postgraduate,1,4,4,4,4,4,4,3,2,5,5,5,5,5,5,5,5,5,1,1
pid_706,5,Postgraduate,4,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_707,1,Less than high school,5,5,5,5,2,5,5,5,3,2,5,5,5,5,5,5,5,5,1,1
pid_708,2,High school graduate,4,3,2,5,4,4,4,5,5,4,2,5,4,1,1,2,4,1,5,5
pid_709,5,College graduate/some postgrad,4,3,5,5,4,5,5,5,3,2,4,4,4,5,5,5,5,5,1,1
pid_710,5,College graduate/some postgrad,1,1,1,3,3,1,3,2,5,5,4,5,5,4,4,5,5,4,2,1
pid_711,2,High school graduate,5,5,5,5,4,5,5,5,1,1,1,2,1,1,1,1,2,1,5,2
pid_712,3,"Some college, no degree",4,4,4,5,5,4,5,5,2,4,2,2,2,2,2,2,2,1,5,4
pid_713,5,College graduate/some postgrad,2,1,1,3,3,2,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_714,5,Postgraduate,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_715,3,Associate's degree,4,4,2,3,4,4,3,4,1,3,5,5,5,5,5,5,5,5,1,1
pid_716,5,College graduate/some postgrad,4,2,5,4,4,1,5,1,5,3,2,4,4,4,4,4,4,4,2,2
pid_717,5,Postgraduate,4,5,4,3,5,5,5,5,1,4,4,5,4,2,4,4,4,2,4,2
pid_718,3,"Some college, no degree",3,3,3,3,3,3,3,3,3,3,4,5,4,5,5,4,5,5,1,1
pid_719,5,Postgraduate,3,4,3,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,1,1
pid_720,5,College graduate/some postgrad,4,3,4,5,5,4,4,5,4,5,1,2,1,1,1,1,2,1,5,5
pid_721,5,College graduate/some postgrad,4,3,4,4,3,4,4,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_722,5,Postgraduate,5,5,5,5,5,5,5,5,1,1,4,5,4,4,4,5,4,4,2,1
pid_723,3,"Some college, no degree",3,3,3,4,4,3,5,4,5,4,2,4,4,4,4,4,4,4,3,1
pid_724,5,College graduate/some postgrad,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,2
pid_725,5,College graduate/some postgrad,3,3,1,5,1,3,4,5,4,1,2,4,4,4,4,4,4,5,2,1
pid_726,1,Less than high school,5,2,4,4,5,5,5,1,1,5,2,4,2,4,4,4,4,4,4,1
pid_727,3,"Some college, no degree",5,4,5,5,5,2,5,5,4,5,4,5,5,5,5,5,5,5,1,1
pid_728,2,High school graduate,4,3,4,2,3,4,2,3,3,4,2,4,2,2,4,4,4,2,4,2
pid_729,3,"Some college, no degree",4,4,4,4,4,4,4,4,3,4,2,4,4,5,5,5,5,5,1,1
pid_730,5,College graduate/some postgrad,3,3,2,4,4,3,3,2,4,3,4,5,4,4,5,5,5,5,1,1
pid_731,5,Postgraduate,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_732,5,College graduate/some postgrad,4,3,4,4,4,4,4,4,2,3,5,5,5,5,5,5,5,5,1,1
pid_733,5,Postgraduate,4,3,5,5,4,5,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_734,3,Associate's degree,4,5,3,5,3,5,5,5,2,3,4,5,5,5,5,5,5,5,1,1
