RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT,RACE_TEXT
6762.0,2.0,1.0,,,,20240430,2.0,10.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,12.0,3.0,1.0,6.0,6.0,3.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.5534738020403482,0.7398690475535038,"Not Hispanic, White"
6767.0,1.0,1.0,1.0,1.0,20240307,20240307,2.0,10.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,5.0,5.0,3.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,40.0,2.0,1.0,99.0,1.0,5.0,2.0,2.0,1.0,99.0,9.0,3.0,5.0,1.0,0.7767369010201741,0.9501538081723907,"Not Hispanic, Other"
6771.0,2.0,1.0,,,,20240423,2.0,10.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,99.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,2.0,6.0,5.0,2.0,4.0,2.0,,4.0,2.0,3.0,2.0,2.3302107030605224,4.625014579105788,"Not Hispanic, White"
6775.0,1.0,1.0,1.0,1.0,20240229,20240229,2.0,10.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,6.0,6.0,3.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0,0.7767369010201741,0.5147245768517626,"Not Hispanic, White"
6782.0,1.0,1.0,1.0,1.0,20240224,20240224,2.0,10.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,2.0,5.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,21.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,0.7767369010201741,3.4724637350056256,"Not Hispanic, Asian"
6783.0,2.0,1.0,,,,20240205,2.0,10.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,99.0,1.0,1.0,1.0,6.0,1.0,99.0,1.0,1.0,99.0,2.0,3.0,2.0,0.7767369010201741,0.4914820520109637,"Not Hispanic, White"
6786.0,1.0,1.0,1.0,1.0,20240328,20240328,2.0,10.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,11.0,4.0,2.0,5.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.38836845051008706,0.2135726174037414,"Not Hispanic, White"
6790.0,2.0,1.0,,,,20240501,2.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,0.7767369010201741,0.4225365532514524,"Not Hispanic, White"
6797.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,6.0,3.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,0.7767369010201741,0.589111711845089,"Not Hispanic, White"
6800.0,1.0,1.0,1.0,1.0,20240315,20240315,2.0,10.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,11.0,4.0,2.0,6.0,6.0,4.0,7.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,0.7767369010201741,0.5147245768517626,"Not Hispanic, White"
6803.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,3.0,7.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,8.0,2.0,3.0,1.0,0.7767369010201741,0.38067381237375225,"Not Hispanic, White"
6804.0,2.0,1.0,,,,20240424,2.0,10.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,2.0,2.0,99.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.0,4.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.7767369010201741,0.4877722346381516,"Not Hispanic, White"
6805.0,2.0,1.0,,,,20240516,2.0,10.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.5534738020403482,1.1066588174699534,"Not Hispanic, White"
6807.0,2.0,1.0,,,,20240205,2.0,10.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.0,4.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,6.0,4.0,8.0,2.0,1.5534738020403482,0.6674885160195326,"Not Hispanic, White"
6811.0,2.0,1.0,,,,20240425,2.0,10.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,99.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,9.0,1.0,0.7767369010201741,1.7960658690670974,"Not Hispanic, White"
6818.0,2.0,2.0,,,,20240520,2.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,99.0,1.0,1.0,1.0,99.0,1.0,1.0,99.0,99.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,,5.0,4.0,8.0,1.0,0.2566003808670266,0.4520026124964597,"Hispanic, White"
6820.0,2.0,1.0,,,,20240426,2.0,10.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,9.0,1.0,0.7767369010201741,0.3578288240396583,"Not Hispanic, White"
6823.0,2.0,1.0,,,,20240429,2.0,7.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,71.0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,9.0,1.0,0.38490057130053984,0.18205144684883282,"Hispanic, Other"
6829.0,2.0,1.0,,,,20240430,2.0,10.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,1.5534738020403482,0.6769828574387126,"Not Hispanic, White"
6831.0,1.0,1.0,1.0,1.0,20240319,20240319,2.0,10.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.0,4.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,99.0,2.0,3.0,2.0,0.38836845051008706,0.12299368843615575,"Not Hispanic, White"
6835.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,10.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,3.0,5.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,2.0,7.0,3.0,7.0,1.0,0.38836845051008706,0.20291750011942183,"Not Hispanic, White"
6836.0,1.0,1.0,1.0,1.0,20240320,20240320,2.0,10.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.25878630210695225,"Not Hispanic, White"
6837.0,2.0,1.0,,,,20240506,2.0,10.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,1.5534738020403482,1.3195140754471661,"Not Hispanic, White"
6840.0,1.0,1.0,1.0,1.0,20240310,20240310,2.0,10.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,2.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.5338024177277735,"Not Hispanic, White"
6842.0,2.0,1.0,,,,20240520,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,99.0,99.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,11.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,45.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,5.0,1.0,1.8045747253240634,2.7898851433041476,"Not Hispanic, Black"
6851.0,3.0,1.0,2.0,,20240319,20240319,2.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,1.0,2.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,66.0,4.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,0.1283001904335133,0.06145005968331859,"Hispanic, White"
6855.0,2.0,1.0,,,,20240429,2.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,9.0,1.0,2.0,1.0,1.5534738020403482,2.2527086472851305,"Not Hispanic, White"
6858.0,2.0,1.0,,,,20240424,2.0,10.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,2.0,,6.0,1.0,2.0,1.0,2.3302107030605224,5.7219464824942925,"Not Hispanic, White"
6859.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.42052634034742925,"Not Hispanic, White"
6860.0,1.0,1.0,1.0,1.0,20240226,20240226,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,58.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,0.3007624542206772,0.35275936043904343,"Not Hispanic, Black"
6861.0,2.0,1.0,,,,20240425,2.0,10.0,2.0,99.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,4.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.5534738020403482,0.9540658920823025,"Not Hispanic, White"
6862.0,1.0,1.0,1.0,1.0,20240319,20240319,2.0,7.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,0.06415009521675664,0.10114530540224625,"Hispanic, White"
6863.0,2.0,1.0,,,,20240513,2.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,1.5534738020403482,1.3195140754471661,"Not Hispanic, White"
6866.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,10.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,5.0,3.0,7.0,1.0,0.7767369010201741,0.410584770034944,"Not Hispanic, White"
6868.0,2.0,1.0,,,,20240429,2.0,7.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,1.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,34.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,7.0,1.0,0.38490057130053984,0.7589894866864108,"Not Hispanic, Black"
6869.0,2.0,1.0,,,,20240516,2.0,7.0,3.0,1.0,99.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,32.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,,6.0,4.0,9.0,1.0,0.2566003808670266,1.4796707649859413,"Hispanic, Other"
6872.0,2.0,1.0,,,,20240523,2.0,10.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,9.0,1.0,2.0,1.0,2.3302107030605224,1.2246525053663553,"Not Hispanic, White"
6876.0,1.0,1.0,1.0,1.0,20240323,20240323,2.0,10.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.0,4.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,7.0,2.0,4.0,1.0,0.38836845051008706,0.16664361952414222,"Not Hispanic, White"
6879.0,2.0,1.0,,,,20240426,2.0,10.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.3302107030605224,1.9271127611468453,"Not Hispanic, White"
6882.0,1.0,1.0,1.0,1.0,20240220,20240220,2.0,10.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.40261402555405906,"Not Hispanic, White"
